N,P,K,temperature,humidity,pH,rainfall,crop,variety
99.69,57.44,40.18,17.88,60.13,6.29,85.84,Garlic,Garlic
23.84,51.37,31.0,24.81,61.59,6.48,60.67,Groundnut,Local
138.67,52.28,53.55,18.19,71.06,6.64,76.68,Cauliflower,Cauliflower
31.28,67.99,32.22,20.61,66.72,6.76,104.53,Soyabean,Local
60.72,32.71,36.35,16.12,63.2,7.04,69.86,Mustard,Mustard
144.49,47.41,89.43,19.2,78.08,6.57,82.72,Orange,Orange
118.95,50.21,117.13,30.26,63.17,7.27,107.54,Mango(Raw-Ripe),Other
87.16,54.63,54.86,18.03,56.08,6.11,59.13,Onion,Local
100.49,61.61,53.45,27.24,59.67,6.19,79.13,Maize,Hybrid/Local
100.44,43.43,45.66,23.5,69.68,6.42,63.28,Brinjal,Brinjal
51.0,29.6,23.83,15.52,64.99,6.46,72.77,Coriander(Leaves),Coriander
31.68,40.56,23.68,22.97,48.26,6.8,73.5,Bengal Gram(Gram)(Whole),Desi (Whole)
86.04,54.82,44.57,25.78,63.56,6.13,70.62,Brinjal,Brinjal
115.42,54.14,67.1,24.02,57.16,5.99,64.38,Maize,Hybrid/Local
110.46,40.62,41.83,28.52,54.27,7.5,53.61,Green Chilli,Green Chilly
75.14,34.09,33.62,29.42,59.34,7.22,45.05,Bajra(Pearl Millet/Cumbu),Hybrid
39.47,45.67,36.55,23.31,57.81,6.19,54.85,Groundnut,Local
177.22,100.12,117.63,15.08,73.79,5.78,78.6,Potato,Potato
139.67,72.83,72.42,18.55,78.45,6.24,54.38,Tomato,Tomato
108.49,53.75,58.48,34.86,77.32,6.19,88.15,Cotton,Other
187.34,64.58,90.31,20.97,81.14,6.38,208.58,Sugarcane,Other
105.58,40.03,109.48,22.96,74.84,6.08,131.0,Ginger(Green),Green Ginger
62.34,37.23,49.16,22.01,64.7,6.17,64.29,Mustard,Mustard
114.72,55.87,40.8,18.93,68.09,7.2,69.22,Onion,Local
92.77,46.0,53.6,29.72,51.0,6.5,90.91,Green Chilli,Green Chilly
37.77,57.44,38.35,16.82,56.52,6.54,60.35,Bengal Gram(Gram)(Whole),Desi (Whole)
101.7,48.14,82.18,24.82,64.97,5.69,127.04,Ginger(Green),Green Ginger
29.9,38.95,21.32,33.43,79.32,6.92,42.51,Green Gram Dal(Moong Dal),Green Gram Dal
124.92,50.21,86.39,18.02,61.62,6.71,133.0,Orange,Orange
102.68,44.48,55.99,29.82,71.63,6.29,113.3,Cotton,Other
80.65,54.53,49.59,15.34,62.39,6.88,97.11,Onion,Local
64.56,59.29,54.29,14.99,68.95,6.43,58.28,Garlic,Garlic
84.86,49.79,49.86,22.48,61.96,6.99,79.58,Wheat,Local
74.46,47.53,33.04,31.94,61.1,6.79,95.76,Bhindi(Ladies Finger),Bhindi
24.23,67.41,44.48,23.96,64.49,6.52,104.84,Soyabean,Local
99.05,47.12,58.51,21.87,65.29,6.67,83.69,Onion,Local
150.36,94.11,103.8,17.5,65.93,5.23,77.62,Potato,Potato
27.2,34.82,28.65,33.96,51.54,6.28,52.75,Green Gram Dal(Moong Dal),Green Gram Dal
128.4,61.9,64.41,20.29,78.28,6.56,75.74,Tomato,Tomato
130.53,43.06,80.89,20.86,78.11,5.79,199.21,Turmeric(raw),Other
143.11,42.91,81.58,23.33,68.41,6.58,120.73,Turmeric(raw),Other
226.34,54.33,94.88,30.8,65.1,7.52,227.24,Sugarcane,Other
21.84,49.86,29.8,32.0,78.51,6.88,51.05,Green Gram Dal(Moong Dal),Green Gram Dal
67.75,33.77,33.28,31.87,75.79,7.42,78.15,Bhindi(Ladies Finger),Bhindi
120.55,54.8,41.74,33.26,75.55,6.63,62.05,Cotton,Other
164.24,70.74,96.41,23.69,72.9,6.79,151.22,Sugarcane,Other
87.65,46.75,44.95,13.12,67.2,7.0,88.66,Garlic,Garlic
129.01,54.27,82.14,26.55,77.17,6.68,141.63,Turmeric(raw),Other
81.18,49.98,41.08,30.08,68.06,6.1,79.75,Bhindi(Ladies Finger),Bhindi
74.89,20.32,99.14,21.35,71.14,6.48,104.26,Apple,Apple
84.82,42.19,44.44,24.12,52.53,6.18,75.23,Mustard,Mustard
32.95,52.3,43.18,22.17,59.07,6.03,70.14,Soyabean,Local
27.97,51.95,48.63,23.73,50.34,7.43,74.83,Groundnut,Local
141.7,58.0,50.08,24.23,63.5,7.19,106.39,Maize,Hybrid/Local
83.2,57.77,53.82,23.68,63.96,6.64,67.31,Brinjal,Brinjal
86.93,53.87,109.48,28.95,54.31,5.95,124.29,Mango(Raw-Ripe),Other
102.54,55.71,52.87,24.71,61.83,5.87,111.38,Maize,Hybrid/Local
44.29,32.0,68.64,16.37,68.31,6.37,89.91,Apple,Apple
52.3,29.58,34.54,16.18,55.3,6.27,42.3,Coriander(Leaves),Coriander
37.97,49.44,44.7,24.2,54.95,7.18,51.9,Groundnut,Local
65.13,30.91,22.83,34.72,48.52,7.41,61.37,Bajra(Pearl Millet/Cumbu),Hybrid
178.78,91.3,94.09,19.91,78.85,5.39,86.19,Potato,Potato
82.46,49.85,58.64,24.05,65.54,6.3,75.46,Brinjal,Brinjal
117.01,42.94,113.68,31.22,69.5,6.76,141.8,Mango(Raw-Ripe),Other
101.2,51.66,53.06,24.54,60.02,6.23,69.47,Maize,Hybrid/Local
74.93,34.95,112.95,33.85,78.06,6.98,248.64,Coconut,Coconut
91.75,47.23,49.38,27.14,79.98,6.03,79.54,Bhindi(Ladies Finger),Bhindi
194.84,65.53,108.47,33.02,79.9,7.84,239.94,Sugarcane,Other
117.72,42.43,51.67,24.1,55.41,6.04,54.17,Onion,Local
107.47,45.83,82.56,20.65,64.32,7.43,144.2,Turmeric(raw),Other
103.24,45.63,51.46,21.64,69.43,6.56,96.28,Green Chilli,Green Chilly
107.61,59.26,59.22,15.94,79.6,6.81,62.47,Cabbage,Cabbage
199.19,59.38,86.25,22.5,64.21,7.84,197.28,Sugarcane,Other
113.36,55.94,59.09,18.97,62.33,6.49,76.37,Onion,Local
83.65,46.19,51.85,19.24,54.46,6.91,55.85,Onion,Local
120.91,65.45,61.42,15.3,68.96,6.93,75.58,Cabbage,Cabbage
63.86,41.08,60.52,27.36,52.4,7.24,99.72,Grapes,Other
126.66,51.92,42.01,28.02,67.31,7.8,119.24,Cotton,Other
89.97,50.9,101.38,26.77,48.72,7.24,137.62,Mango(Raw-Ripe),Other
115.01,61.58,63.27,17.34,61.07,6.41,74.73,Cauliflower,Cauliflower
146.67,67.97,53.93,18.06,79.9,6.61,95.44,Cauliflower,Cauliflower
43.44,22.83,76.9,16.23,78.88,5.96,108.39,Apple,Apple
82.23,57.88,96.08,34.16,71.38,5.68,94.75,Mango(Raw-Ripe),Other
108.4,72.53,78.94,21.32,71.5,6.19,101.46,Tomato,Tomato
72.87,27.03,90.43,20.38,60.8,6.4,118.54,Apple,Apple
95.49,45.0,52.63,18.27,54.28,7.17,74.25,Wheat,Local
221.61,65.58,271.14,32.62,84.65,6.99,193.21,Banana,Other
27.35,59.76,24.56,21.75,55.57,6.49,88.02,Arhar Dal(Tur Dal),Arhar Dal(Tur)
40.32,24.79,83.17,15.95,67.41,5.72,108.91,Apple,Apple
62.99,35.58,48.71,26.7,76.46,5.74,148.83,Paddy(Basmati),Basmati
99.19,37.94,44.18,24.46,80.67,6.82,159.03,Paddy(Basmati),Basmati
112.87,50.44,54.65,28.36,83.0,6.84,229.85,Rice,Common
88.93,58.41,54.57,25.74,65.91,6.88,92.99,Green Chilli,Green Chilly
88.4,46.02,48.31,26.06,57.49,6.22,55.77,Green Chilli,Green Chilly
50.0,28.23,27.86,29.44,51.25,7.0,66.78,Bajra(Pearl Millet/Cumbu),Hybrid
115.14,55.59,92.42,26.67,76.5,6.43,105.33,Orange,Orange
108.97,42.47,44.29,15.73,61.31,6.07,56.17,Onion,Local
138.24,55.2,68.27,21.65,56.48,6.38,98.7,Maize,Hybrid/Local
46.32,35.71,37.84,20.85,56.73,6.42,54.2,Coriander(Leaves),Coriander
107.51,64.46,62.9,16.31,62.16,7.39,84.66,Cauliflower,Cauliflower
93.77,48.99,97.28,25.92,53.27,6.26,86.23,Grapes,Other
66.57,35.88,98.93,18.2,74.36,5.54,81.06,Apple,Apple
239.78,78.17,98.94,26.81,77.58,7.36,183.07,Sugarcane,Other
82.01,51.91,49.82,24.03,57.8,6.19,89.81,Pumpkin,Pumpkin
140.95,43.06,93.58,23.95,77.51,6.25,142.65,Orange,Orange
85.16,32.19,37.48,19.32,52.08,7.79,44.49,Mustard,Mustard
109.59,53.11,68.08,21.89,67.24,6.93,118.2,Maize,Hybrid/Local
79.22,55.11,49.49,17.66,52.58,6.77,70.31,Garlic,Garlic
25.67,50.2,35.23,27.39,50.69,7.17,72.28,Groundnut,Local
66.46,45.03,45.09,22.22,66.76,6.1,122.35,Paddy(Basmati),Basmati
195.71,72.88,104.04,29.55,77.34,6.9,154.53,Sugarcane,Other
103.2,55.95,61.7,16.73,69.94,7.48,62.75,Cauliflower,Cauliflower
81.65,39.45,71.64,25.16,69.19,6.34,88.18,Grapes,Other
19.56,47.04,17.93,26.3,76.54,7.38,47.64,Green Gram Dal(Moong Dal),Green Gram Dal
112.68,41.62,46.19,25.77,79.96,6.39,117.7,Brinjal,Brinjal
33.85,56.63,40.51,28.85,62.92,7.48,90.25,Soyabean,Local
146.43,98.9,92.41,19.9,60.17,5.44,84.91,Potato,Potato
110.29,67.51,79.6,20.48,74.29,6.67,115.35,Tomato,Tomato
106.51,42.7,46.61,20.76,69.6,6.55,73.51,Onion,Local
47.87,29.46,21.72,19.8,50.92,6.32,56.58,Coriander(Leaves),Coriander
136.7,55.51,55.68,29.67,56.32,7.53,98.48,Cotton,Other
83.19,50.17,116.6,25.78,53.46,5.52,109.96,Mango(Raw-Ripe),Other
248.55,79.74,219.3,25.68,87.03,6.48,201.45,Banana,Other
199.6,43.47,245.65,28.56,88.72,6.65,181.02,Banana,Other
20.84,45.41,46.82,27.19,58.86,7.25,65.31,Groundnut,Local
33.39,53.54,35.67,20.73,44.33,6.02,53.5,Bengal Gram(Gram)(Whole),Desi (Whole)
38.62,63.1,47.73,22.64,56.48,7.17,61.57,Soyabean,Local
164.88,67.86,238.79,25.41,76.75,6.73,205.32,Banana,Other
146.78,50.67,110.88,27.81,61.69,5.5,191.3,Turmeric(raw),Other
24.97,46.5,24.17,21.79,58.25,7.68,66.38,Bengal Gram(Gram)(Whole),Desi (Whole)
101.86,52.91,90.58,25.66,72.8,5.97,148.19,Ginger(Green),Green Ginger
108.39,44.93,83.52,20.66,74.49,6.74,91.21,Orange,Orange
104.44,45.62,117.87,27.61,78.04,5.6,197.68,Ginger(Green),Green Ginger
58.0,26.64,23.07,16.5,59.08,6.25,75.13,Coriander(Leaves),Coriander
95.9,58.15,45.66,21.06,69.21,6.44,65.63,Garlic,Garlic
72.18,27.04,92.82,17.53,79.28,6.04,92.05,Apple,Apple
110.79,47.58,111.16,29.8,54.1,6.26,118.54,Mango(Raw-Ripe),Other
145.84,105.53,98.97,16.55,74.03,6.09,82.93,Potato,Potato
143.48,94.23,96.39,19.09,71.53,5.62,72.12,Potato,Potato
105.34,59.47,97.47,28.86,69.22,7.11,138.01,Turmeric(raw),Other
137.96,77.6,67.48,26.2,70.67,6.13,111.63,Tomato,Tomato
112.54,52.01,61.75,20.44,70.35,6.42,57.17,Cabbage,Cabbage
67.01,37.95,39.5,28.75,41.98,6.61,59.82,Bajra(Pearl Millet/Cumbu),Hybrid
133.09,59.92,45.03,25.7,75.85,7.0,80.36,Cotton,Other
51.95,37.42,23.03,23.91,65.66,7.38,60.21,Coriander(Leaves),Coriander
21.52,57.17,23.8,27.06,53.61,6.09,79.13,Arhar Dal(Tur Dal),Arhar Dal(Tur)
143.93,61.05,50.85,26.03,63.44,5.88,116.71,Maize,Hybrid/Local
100.02,47.58,57.89,16.89,54.37,6.28,53.29,Onion,Local
114.03,64.59,70.69,20.93,79.78,6.72,62.01,Tomato,Tomato
117.26,44.74,54.25,31.56,73.82,7.75,62.79,Cotton,Other
99.38,44.31,44.67,20.83,64.06,6.4,82.9,Pumpkin,Pumpkin
141.19,57.16,42.16,27.47,74.84,6.51,87.08,Cotton,Other
111.88,40.07,98.54,29.46,79.65,6.45,183.33,Ginger(Green),Green Ginger
88.3,49.39,46.7,16.87,65.66,6.39,61.03,Wheat,Local
75.39,37.48,81.87,21.93,68.62,6.38,91.5,Apple,Apple
80.06,53.01,49.0,22.71,64.17,6.95,74.07,Garlic,Garlic
108.25,65.16,78.57,19.61,66.28,6.47,136.53,Tomato,Tomato
68.25,29.42,76.76,15.49,65.14,5.89,95.89,Apple,Apple
17.9,43.45,21.4,25.14,67.41,6.11,47.97,Green Gram Dal(Moong Dal),Green Gram Dal
64.88,36.32,32.11,20.93,63.63,6.44,50.93,Mustard,Mustard
97.65,49.57,57.49,30.38,83.35,5.66,299.33,Rice,Common
40.03,35.58,26.11,22.42,67.05,6.91,55.57,Coriander(Leaves),Coriander
29.32,47.11,21.34,20.66,57.05,6.11,77.98,Bengal Gram(Gram)(Whole),Desi (Whole)
63.31,59.32,46.11,25.29,58.52,7.41,90.07,Pumpkin,Pumpkin
52.88,20.54,25.43,18.72,57.21,6.73,69.12,Coriander(Leaves),Coriander
113.78,57.19,56.9,20.61,52.51,7.44,55.62,Onion,Local
45.28,25.57,38.62,17.78,57.64,6.08,76.62,Coriander(Leaves),Coriander
95.91,52.22,40.19,24.85,52.22,6.85,87.17,Garlic,Garlic
22.94,39.29,19.76,31.63,54.58,7.37,55.74,Green Gram Dal(Moong Dal),Green Gram Dal
29.27,60.96,40.18,21.54,61.08,6.19,71.76,Soyabean,Local
101.22,51.49,41.3,23.89,52.09,7.11,65.19,Wheat,Local
63.1,46.69,47.52,23.2,64.82,6.08,87.04,Garlic,Garlic
56.81,31.95,75.01,21.27,76.37,6.44,113.17,Apple,Apple
61.17,37.27,34.03,21.68,54.11,6.54,60.14,Mustard,Mustard
70.94,45.14,33.55,29.72,78.22,6.73,95.41,Bhindi(Ladies Finger),Bhindi
35.38,56.7,31.08,26.41,64.23,6.88,108.53,Soyabean,Local
137.59,49.24,51.94,31.31,66.41,6.99,104.52,Cotton,Other
87.61,57.16,118.48,29.2,56.68,7.24,130.62,Mango(Raw-Ripe),Other
125.03,48.75,99.6,20.45,68.73,5.78,157.01,Turmeric(raw),Other
66.51,51.03,40.29,24.57,54.72,6.83,91.22,Garlic,Garlic
89.8,52.58,41.86,23.7,73.48,6.85,152.88,Rice,Common
106.99,57.03,58.04,16.78,65.64,6.47,86.96,Cabbage,Cabbage
60.57,29.72,71.2,19.59,63.49,6.41,92.83,Apple,Apple
31.66,58.93,47.89,25.48,68.67,6.04,96.47,Groundnut,Local
31.31,42.99,44.65,29.17,50.45,6.06,75.86,Groundnut,Local
26.55,61.85,46.79,26.24,56.98,7.2,78.0,Soyabean,Local
71.45,45.58,35.83,22.16,70.13,5.75,165.19,Paddy(Basmati),Basmati
148.13,52.47,109.69,27.82,65.31,5.8,158.54,Turmeric(raw),Other
25.15,54.17,49.96,28.37,56.53,6.29,83.15,Soyabean,Local
110.65,58.09,44.07,34.74,64.92,7.4,105.96,Cotton,Other
15.85,44.58,25.88,34.66,51.96,7.01,58.88,Green Gram Dal(Moong Dal),Green Gram Dal
51.21,38.91,27.1,22.6,68.03,6.41,61.8,Coriander(Leaves),Coriander
245.95,58.71,290.15,32.97,82.15,6.32,167.1,Banana,Other
112.28,57.84,58.4,15.74,50.93,6.22,99.71,Wheat,Local
65.16,31.33,34.95,23.55,67.43,6.87,161.77,Paddy(Basmati),Basmati
88.13,57.64,46.22,19.86,68.29,6.94,52.96,Wheat,Local
27.42,42.86,33.64,21.72,58.72,6.25,62.2,Groundnut,Local
82.74,45.63,56.51,15.61,52.75,6.95,90.99,Onion,Local
128.87,66.06,59.75,23.29,68.23,6.05,83.14,Maize,Hybrid/Local
26.27,49.35,37.64,24.68,62.1,7.01,81.9,Arhar Dal(Tur Dal),Arhar Dal(Tur)
221.29,58.26,205.15,33.99,82.66,6.3,228.5,Banana,Other
114.97,42.84,103.7,32.75,63.7,6.79,91.59,Mango(Raw-Ripe),Other
70.37,46.84,33.48,27.18,74.64,6.83,88.01,Bhindi(Ladies Finger),Bhindi
89.4,45.95,46.68,30.76,75.32,6.21,234.41,Rice,Common
94.04,49.74,35.61,24.69,84.23,5.56,143.77,Paddy(Basmati),Basmati
117.89,55.1,89.28,31.0,74.25,7.42,90.21,Mango(Raw-Ripe),Other
124.53,57.65,68.15,21.08,77.77,6.22,82.19,Cauliflower,Cauliflower
176.36,135.76,219.61,27.15,74.55,6.06,187.28,Papaya,Papaya
18.5,30.76,16.13,33.99,52.3,6.83,77.3,Green Gram Dal(Moong Dal),Green Gram Dal
33.68,57.53,41.74,23.96,59.4,6.66,97.78,Soyabean,Local
25.94,48.72,36.21,23.06,59.44,6.96,83.61,Arhar Dal(Tur Dal),Arhar Dal(Tur)
160.73,80.42,100.62,15.51,73.83,5.54,77.93,Potato,Potato
161.57,61.33,222.61,29.46,80.96,6.1,197.64,Banana,Other
117.91,50.11,105.43,26.05,62.27,6.21,89.94,Orange,Orange
105.82,43.32,42.15,24.09,54.89,6.18,54.84,Wheat,Local
175.46,101.11,235.27,31.67,62.9,6.49,186.28,Papaya,Papaya
109.67,42.78,50.39,20.24,66.6,6.2,72.93,Wheat,Local
24.44,37.79,27.38,29.99,53.87,6.63,68.64,Green Gram Dal(Moong Dal),Green Gram Dal
52.43,34.46,39.06,20.02,52.93,6.19,73.39,Coriander(Leaves),Coriander
101.69,56.86,105.78,23.93,63.62,7.02,89.04,Orange,Orange
75.38,56.55,41.0,27.15,70.0,6.53,54.49,Pumpkin,Pumpkin
118.56,62.58,53.8,20.54,78.08,6.58,64.94,Cabbage,Cabbage
90.09,57.32,48.39,28.51,75.37,6.05,234.41,Rice,Common
112.67,52.25,117.66,25.36,49.76,6.47,94.98,Mango(Raw-Ripe),Other
213.01,70.79,96.21,31.41,78.47,7.6,205.55,Sugarcane,Other
116.99,58.67,96.83,20.34,74.45,6.06,121.19,Turmeric(raw),Other
105.33,57.42,106.79,20.69,68.0,6.2,175.14,Ginger(Green),Green Ginger
98.87,48.11,119.13,24.46,65.91,7.03,104.43,Mango(Raw-Ripe),Other
97.51,42.03,45.95,29.03,65.87,6.26,78.32,Green Chilli,Green Chilly
94.9,57.98,59.8,25.27,64.65,6.33,79.09,Green Chilli,Green Chilly
28.01,34.02,29.48,26.13,51.75,6.84,50.46,Green Gram Dal(Moong Dal),Green Gram Dal
66.19,57.32,51.91,28.66,58.29,6.74,82.67,Pumpkin,Pumpkin
20.21,58.4,38.98,25.25,68.02,7.08,80.71,Groundnut,Local
23.23,36.14,25.89,30.91,79.15,7.47,69.23,Green Gram Dal(Moong Dal),Green Gram Dal
90.93,40.51,41.31,20.35,50.8,6.99,79.81,Onion,Local
117.08,53.72,42.97,30.91,77.43,6.43,90.16,Cotton,Other
83.97,45.45,53.97,19.29,55.13,7.3,58.57,Garlic,Garlic
54.64,32.8,23.97,32.42,58.11,7.56,39.2,Bajra(Pearl Millet/Cumbu),Hybrid
100.05,42.29,44.58,25.53,74.74,6.24,106.86,Brinjal,Brinjal
82.66,43.57,30.71,27.81,73.14,5.6,170.17,Paddy(Basmati),Basmati
92.89,50.07,53.77,22.54,76.94,6.73,105.86,Brinjal,Brinjal
38.76,47.47,34.24,20.65,55.48,7.02,58.26,Bengal Gram(Gram)(Whole),Desi (Whole)
103.71,58.63,95.98,30.47,59.53,5.95,100.59,Mango(Raw-Ripe),Other
124.15,62.95,64.0,25.34,68.5,6.76,63.99,Maize,Hybrid/Local
92.34,46.97,55.61,21.74,58.19,6.78,97.07,Pumpkin,Pumpkin
140.35,78.91,67.09,20.95,71.87,6.81,107.65,Tomato,Tomato
132.03,53.56,112.6,24.35,63.44,6.31,90.71,Orange,Orange
116.4,48.82,100.29,33.01,45.4,6.38,147.63,Mango(Raw-Ripe),Other
68.68,20.15,36.67,30.15,57.88,7.24,34.38,Bajra(Pearl Millet/Cumbu),Hybrid
57.33,20.75,25.49,33.94,42.41,7.2,44.47,Bajra(Pearl Millet/Cumbu),Hybrid
93.39,35.1,46.75,27.35,78.77,6.69,193.28,Paddy(Basmati),Basmati
72.57,59.97,46.96,22.01,66.14,6.27,92.31,Pumpkin,Pumpkin
143.48,53.94,89.74,21.6,68.57,6.28,182.93,Turmeric(raw),Other
134.64,47.29,46.28,27.49,65.13,6.71,102.18,Cotton,Other
103.08,50.91,63.64,15.28,77.62,6.81,52.21,Cauliflower,Cauliflower
30.75,54.53,37.32,23.04,51.64,6.38,87.72,Groundnut,Local
131.8,69.72,69.62,23.66,67.52,7.13,75.17,Maize,Hybrid/Local
20.16,43.62,37.67,20.51,64.59,6.5,56.64,Groundnut,Local
108.95,77.07,78.13,19.75,78.41,6.06,129.47,Tomato,Tomato
109.59,61.17,79.68,20.26,64.49,7.35,90.93,Tomato,Tomato
68.85,49.87,53.86,21.36,63.96,7.12,55.12,Garlic,Garlic
97.75,49.64,52.55,24.63,89.72,5.56,169.12,Rice,Common
152.32,97.51,97.34,19.59,71.18,5.55,67.01,Potato,Potato
78.73,32.68,62.53,15.21,78.68,6.39,102.81,Apple,Apple
68.11,29.81,91.88,19.78,72.29,6.35,99.64,Apple,Apple
92.38,43.1,97.94,21.2,55.75,6.47,54.19,Grapes,Other
81.62,31.14,48.95,22.45,59.44,7.64,56.96,Mustard,Mustard
196.67,61.75,102.74,26.74,74.77,6.88,231.19,Sugarcane,Other
140.32,59.71,88.74,26.56,71.85,5.51,150.57,Turmeric(raw),Other
94.42,55.76,93.8,29.25,65.64,7.48,147.83,Mango(Raw-Ripe),Other
61.31,39.65,114.2,32.32,83.83,5.62,249.06,Coconut,Coconut
55.57,35.46,86.51,19.38,65.17,6.38,84.2,Apple,Apple
22.22,41.53,27.51,27.31,56.6,7.06,41.08,Green Gram Dal(Moong Dal),Green Gram Dal
194.29,55.95,246.59,34.27,76.73,6.56,231.37,Banana,Other
148.59,57.19,60.95,21.34,66.36,6.14,55.82,Cauliflower,Cauliflower
118.54,54.42,80.82,34.33,61.84,7.01,120.99,Mango(Raw-Ripe),Other
201.88,53.39,90.32,33.76,75.52,6.65,157.69,Sugarcane,Other
86.45,48.46,36.2,23.5,74.87,5.83,115.99,Paddy(Basmati),Basmati
73.14,32.37,37.87,16.99,59.48,6.43,53.09,Mustard,Mustard
142.62,69.51,50.64,15.32,63.73,6.46,88.24,Cauliflower,Cauliflower
89.7,31.54,48.36,15.69,54.6,6.55,69.04,Mustard,Mustard
30.47,50.11,31.93,18.11,48.49,7.12,59.88,Bengal Gram(Gram)(Whole),Desi (Whole)
54.16,20.82,32.5,33.96,43.28,6.31,52.63,Bajra(Pearl Millet/Cumbu),Hybrid
88.71,52.36,98.33,23.06,72.26,5.98,153.49,Ginger(Green),Green Ginger
45.6,29.88,114.05,27.05,82.99,6.44,237.17,Coconut,Coconut
68.49,31.48,84.81,20.44,76.26,6.4,90.75,Apple,Apple
139.52,50.03,89.22,23.88,64.37,6.47,110.65,Orange,Orange
118.64,72.05,72.83,19.63,69.05,7.39,104.62,Tomato,Tomato
73.45,33.28,104.54,26.12,89.9,6.93,205.74,Coconut,Coconut
32.66,48.22,34.21,21.32,41.3,6.43,48.91,Bengal Gram(Gram)(Whole),Desi (Whole)
106.27,57.3,55.62,22.89,69.14,6.35,92.49,Wheat,Local
225.49,64.88,119.75,26.4,69.69,6.84,231.27,Sugarcane,Other
75.46,45.55,39.38,16.89,69.79,7.58,58.2,Mustard,Mustard
62.4,40.06,39.14,28.68,70.47,6.95,175.01,Paddy(Basmati),Basmati
86.07,51.43,50.42,17.81,62.59,6.15,92.78,Wheat,Local
92.74,48.1,46.37,21.67,64.74,7.05,77.87,Wheat,Local
99.02,57.51,55.5,17.88,65.71,7.2,93.83,Wheat,Local
107.52,59.82,53.91,25.13,53.1,7.47,90.65,Green Chilli,Green Chilly
86.28,34.41,30.61,20.96,68.17,6.96,185.37,Paddy(Basmati),Basmati
182.19,111.08,184.96,27.41,77.27,6.34,171.99,Papaya,Papaya
26.31,59.7,32.51,22.74,53.7,6.97,83.22,Groundnut,Local
58.68,38.46,64.32,15.48,67.75,6.49,97.04,Apple,Apple
242.09,47.45,236.13,28.36,93.56,6.03,176.78,Banana,Other
51.55,35.43,31.69,15.93,55.42,6.18,77.94,Coriander(Leaves),Coriander
146.7,57.58,69.67,19.99,64.7,6.42,77.02,Maize,Hybrid/Local
86.33,43.57,104.78,26.86,64.98,5.75,135.68,Ginger(Green),Green Ginger
45.31,26.34,88.11,34.69,81.81,7.04,192.96,Coconut,Coconut
193.11,145.55,186.11,25.35,72.43,7.17,110.85,Papaya,Papaya
119.97,51.32,44.95,26.64,60.3,6.59,83.46,Green Chilli,Green Chilly
23.89,51.38,41.96,22.27,63.27,7.08,97.04,Soyabean,Local
108.56,64.5,77.0,19.03,73.43,7.26,81.78,Tomato,Tomato
47.85,24.74,25.63,18.44,66.06,7.05,68.64,Coriander(Leaves),Coriander
67.86,38.65,42.88,28.81,67.29,6.27,84.68,Bhindi(Ladies Finger),Bhindi
37.54,47.68,47.27,24.64,62.26,7.11,78.95,Groundnut,Local
128.23,58.11,59.45,17.45,66.43,6.18,80.24,Cauliflower,Cauliflower
190.11,69.23,252.63,30.18,83.97,6.09,240.54,Banana,Other
203.53,110.72,150.9,28.11,77.24,6.13,131.05,Papaya,Papaya
109.0,50.05,113.45,24.96,66.45,5.9,182.57,Ginger(Green),Green Ginger
83.98,52.89,56.93,25.54,76.43,6.68,96.52,Brinjal,Brinjal
99.65,32.35,43.66,25.5,68.05,6.58,70.78,Bhindi(Ladies Finger),Bhindi
92.91,49.97,99.03,27.08,51.18,6.57,129.57,Mango(Raw-Ripe),Other
80.38,37.23,34.73,28.28,69.28,7.28,76.71,Bhindi(Ladies Finger),Bhindi
125.24,62.5,50.42,27.03,64.16,6.64,60.86,Maize,Hybrid/Local
62.09,32.38,43.22,27.79,65.04,6.34,144.0,Paddy(Basmati),Basmati
59.73,31.2,21.43,15.45,50.46,6.65,50.01,Coriander(Leaves),Coriander
65.51,45.29,51.25,22.14,63.41,7.39,85.9,Pumpkin,Pumpkin
58.66,24.45,85.86,32.81,82.93,6.26,224.25,Coconut,Coconut
85.75,56.57,43.01,21.05,63.91,6.98,99.37,Pumpkin,Pumpkin
107.6,58.08,52.08,26.91,85.86,5.77,201.3,Rice,Common
162.38,72.94,95.51,33.35,72.84,7.8,217.09,Sugarcane,Other
71.65,34.08,20.02,25.09,57.6,7.78,45.65,Bajra(Pearl Millet/Cumbu),Hybrid
21.64,55.09,24.88,21.56,56.0,7.04,58.93,Bengal Gram(Gram)(Whole),Desi (Whole)
23.11,58.89,41.74,23.16,72.07,6.43,64.71,Soyabean,Local
157.56,123.06,204.87,27.86,64.65,6.43,111.29,Papaya,Papaya
120.7,63.37,67.05,18.51,65.4,6.82,85.27,Cauliflower,Cauliflower
77.82,31.76,31.53,26.52,49.03,6.43,50.21,Bajra(Pearl Millet/Cumbu),Hybrid
81.07,55.0,52.14,24.33,59.93,6.7,82.72,Garlic,Garlic
79.33,20.38,92.93,19.95,65.84,5.92,99.65,Apple,Apple
27.7,58.28,37.59,24.64,58.9,7.08,62.52,Arhar Dal(Tur Dal),Arhar Dal(Tur)
139.57,44.3,119.45,18.91,73.95,6.55,91.52,Orange,Orange
140.17,49.1,112.65,20.1,75.07,7.09,112.87,Orange,Orange
85.21,51.45,51.53,12.11,52.83,6.51,65.26,Garlic,Garlic
89.63,59.39,45.71,22.58,78.05,6.89,102.36,Brinjal,Brinjal
133.83,44.36,84.45,26.7,60.13,6.97,95.0,Orange,Orange
