previous_crop,soil_pH,soil_type,temperature,humidity,rainfall,season,recommended_next_crop
Groundnut,6.42,clay,16.61,61.92,52.96,Rabi,Gram
Sugarcane,6.79,loamy,16.33,58.49,51.67,Rabi,Gram
Tomato,6.34,loamy,24.54,78.5,95.2,Rabi,Wheat
Coriander,7.32,silt_clay,28.74,80.35,78.61,Kharif,Maize
Mustard,6.16,silt_clay,27.5,79.11,146.32,Kharif,Maize
Mango,6.95,clay,24.34,58.42,50.96,Rabi,Gram
Sugarcane,7.72,clay,15.32,68.72,41.51,Rabi,Mustard
Garlic,7.0,sandy,34.18,63.35,105.91,Kharif,Cotton
Ginger,6.3,loamy,15.11,62.33,59.96,Rabi,Wheat
Coconut,6.65,silt_clay,29.26,74.27,170.45,Kharif,Rice
Turmeric,6.36,silt_clay,22.31,53.3,61.15,Rabi,Gram
Cotton,6.47,clay,23.3,83.19,52.18,Rabi,Gram
Groundnut,6.68,sandy,18.15,54.04,44.28,Rabi,Gram
Banana,6.89,sandy,20.72,52.44,62.11,Rabi,Mustard
Turmeric,5.84,silt_clay,24.3,65.48,72.1,Rabi,Mustard
Bhindi,6.72,silt_clay,24.33,57.7,73.45,Rabi,Mustard
Potato,5.79,loamy,27.06,63.95,111.96,Kharif,Maize
Sugarcane,7.85,loamy,18.35,60.98,65.43,Rabi,Mustard
Mango,7.22,silt_clay,16.15,69.96,62.73,Rabi,Gram
Papaya,6.74,silt_clay,18.68,57.83,72.61,Rabi,Mustard
Bhindi,7.07,sandy,22.97,62.13,70.98,Rabi,Gram
Bhindi,6.29,sandy,23.77,78.68,64.7,Rabi,Mustard
Sugarcane,6.95,sandy,15.75,53.72,73.5,Rabi,Gram
Coriander,6.97,loamy,34.44,81.53,74.93,Kharif,Cotton
Banana,6.12,silt_clay,24.53,73.26,77.67,Rabi,Gram
Cotton,7.83,clay,17.21,63.33,72.34,Rabi,Wheat
Coconut,5.88,sandy_loam,28.66,81.33,218.53,Kharif,Maize
Cotton,6.9,loamy,18.36,66.3,70.94,Rabi,Gram
Turmeric,7.05,silt_clay,22.05,78.69,66.43,Rabi,Gram
Brinjal,6.42,sandy,24.86,68.27,73.06,Rabi,Mustard
Brinjal,6.99,silt_clay,16.19,51.01,44.51,Rabi,Wheat
Papaya,6.4,silt_clay,24.67,66.13,72.99,Rabi,Gram
Rice,7.26,sandy,28.08,72.17,230.72,Rabi,Groundnut
Sugarcane,6.16,silt_clay,22.39,74.03,72.6,Rabi,Mustard
Coconut,5.93,silt_clay,22.31,53.19,157.7,Kharif,Rice
Sugarcane,6.23,sandy_loam,24.52,75.83,63.9,Rabi,Mustard
Ginger,5.92,sandy_loam,22.69,67.01,70.4,Rabi,Mustard
Mango,6.57,loamy,18.92,77.77,52.97,Rabi,Gram
Ginger,6.28,sandy_loam,21.61,53.96,79.69,Rabi,Wheat
Garlic,6.31,loamy,34.87,77.72,119.6,Kharif,Cotton
Gram,7.26,clay,30.35,77.59,181.81,Kharif,Rice
Maize,6.25,silt_clay,20.83,79.48,72.94,Rabi,Gram
Papaya,7.27,silt_clay,23.03,72.65,73.89,Rabi,Gram
Gram,6.57,sandy,27.4,61.32,118.38,Kharif,Rice
Wheat,7.13,loamy,26.09,72.77,126.52,Kharif,Gram
Sugarcane,6.94,silt_clay,24.36,66.0,51.61,Rabi,Gram
Potato,6.69,sandy,28.71,84.66,109.07,Kharif,Maize
Gram,7.44,loamy,28.56,78.31,129.47,Kharif,Cotton
Brinjal,6.81,sandy_loam,17.77,84.11,50.35,Rabi,Mustard
Maize,5.99,loamy,22.38,74.66,65.36,Rabi,Wheat
Groundnut,7.04,sandy_loam,18.4,50.23,59.18,Rabi,Wheat
Sugarcane,7.64,clay,15.83,55.41,57.58,Rabi,Gram
Papaya,6.02,clay,24.49,57.47,72.64,Rabi,Gram
Green Chilli,6.46,clay,23.09,69.98,40.42,Rabi,Gram
Maize,5.93,sandy,15.63,66.06,83.96,Rabi,Gram
Garlic,6.13,loamy,29.02,66.81,118.46,Kharif,Maize
Bhindi,6.04,clay,22.34,61.27,53.88,Rabi,Mustard
Gram,7.73,sandy,26.69,61.29,144.02,Kharif,Rice
Mustard,7.16,loamy,27.44,83.84,195.81,Kharif,Rice
Cotton,7.65,silt_clay,20.77,69.56,54.85,Rabi,Wheat
Bhindi,7.41,silt_clay,23.71,57.47,57.06,Rabi,Mustard
Maize,6.45,clay,23.58,82.08,65.86,Rabi,Wheat
Papaya,6.76,loamy,16.28,50.43,65.21,Rabi,Gram
Papaya,7.11,sandy_loam,20.85,82.71,53.83,Rabi,Gram
Potato,5.59,clay,25.3,63.36,161.8,Kharif,Rice
Ginger,5.72,sandy_loam,23.98,53.75,54.3,Rabi,Wheat
Mango,6.24,sandy,17.67,80.77,46.5,Rabi,Gram
Tomato,7.18,loamy,17.05,61.83,73.49,Rabi,Onion
Ginger,6.49,silt_clay,19.9,79.26,72.54,Rabi,Mustard
Gram,7.86,silt_clay,27.45,57.96,133.92,Kharif,Rice
Onion,6.41,silt_clay,30.65,66.47,62.88,Kharif,Cotton
Wheat,7.68,loamy,27.37,77.32,77.48,Kharif,Groundnut
Groundnut,6.97,sandy,17.08,50.71,59.18,Rabi,Gram
Potato,6.29,clay,31.42,84.52,108.86,Kharif,Maize
Maize,7.06,clay,20.21,52.4,62.27,Rabi,Mustard
Bhindi,6.56,sandy,24.66,68.44,62.14,Rabi,Mustard
Potato,6.91,sandy_loam,28.95,52.79,159.45,Kharif,Rice
Coconut,7.36,silt_clay,26.41,73.1,247.85,Kharif,Maize
Papaya,6.33,sandy_loam,21.24,65.37,59.46,Rabi,Mustard
Maize,7.32,silt_clay,16.71,83.18,66.71,Rabi,Mustard
Bhindi,6.09,sandy,19.9,52.59,41.39,Rabi,Gram
Mustard,7.79,sandy,28.52,54.41,112.99,Kharif,Rice
Ginger,6.46,clay,19.4,72.67,68.07,Rabi,Wheat
Maize,6.27,clay,15.52,54.98,52.8,Rabi,Mustard
Papaya,6.11,clay,20.54,54.28,72.08,Rabi,Mustard
Banana,6.2,sandy,22.35,69.37,49.81,Rabi,Gram
Turmeric,5.51,sandy,15.54,77.27,65.64,Rabi,Mustard
Coriander,6.44,sandy,33.06,56.08,66.58,Kharif,Cotton
Turmeric,5.85,silt_clay,20.22,57.07,77.42,Rabi,Gram
Mango,7.46,sandy,21.8,57.75,40.05,Rabi,Gram
Mustard,7.52,sandy,33.87,54.81,133.63,Kharif,Maize
Tomato,6.19,sandy,20.89,68.62,63.32,Rabi,Onion
Green Chilli,7.42,loamy,17.11,58.36,76.71,Rabi,Gram
Mango,7.09,sandy,24.53,52.76,61.42,Rabi,Wheat
Tomato,6.47,silt_clay,24.33,71.17,82.97,Rabi,Garlic
Green Chilli,6.86,sandy,16.49,78.68,51.04,Rabi,Wheat
Bhindi,6.94,clay,21.54,79.79,77.26,Rabi,Gram
Potato,6.31,sandy,23.83,71.35,172.61,Kharif,Maize
Brinjal,6.45,sandy,23.23,70.53,64.52,Rabi,Wheat
Ginger,5.55,silt_clay,24.14,73.25,60.28,Rabi,Wheat
Gram,6.75,silt_clay,25.7,52.04,192.7,Kharif,Rice
Garlic,7.04,sandy_loam,33.21,81.01,74.08,Kharif,Maize
Banana,7.24,loamy,20.55,53.81,77.29,Rabi,Mustard
Coconut,6.16,clay,26.64,61.48,190.47,Kharif,Maize
Potato,6.23,sandy,24.27,63.64,160.65,Kharif,Maize
Onion,7.33,silt_clay,27.8,51.86,107.73,Kharif,Cotton
Groundnut,6.03,loamy,19.07,70.19,46.09,Rabi,Gram
Gram,6.15,sandy_loam,27.85,81.07,136.79,Kharif,Rice
Potato,6.55,silt_clay,25.85,79.28,195.0,Kharif,Maize
Brinjal,7.03,clay,16.92,59.48,74.16,Rabi,Mustard
Garlic,7.49,sandy,25.06,51.67,68.86,Kharif,Maize
Brinjal,7.26,clay,21.81,51.33,64.22,Rabi,Mustard
Ginger,5.72,loamy,17.62,58.37,75.38,Rabi,Mustard
Mustard,6.39,silt_clay,30.83,75.72,132.15,Kharif,Maize
Banana,6.4,sandy_loam,24.95,52.65,77.46,Rabi,Gram
Sugarcane,6.36,clay,20.43,72.88,50.96,Rabi,Gram
Cotton,6.83,loamy,24.55,55.3,59.1,Rabi,Mustard
Tomato,7.4,sandy_loam,19.81,57.21,91.42,Rabi,Onion
Ginger,6.28,sandy_loam,15.95,80.69,41.24,Rabi,Wheat
Maize,6.04,silt_clay,17.28,84.21,71.91,Rabi,Mustard
Sugarcane,6.46,loamy,15.06,66.94,44.93,Rabi,Mustard
Coconut,6.68,sandy,23.33,64.19,172.72,Kharif,Maize
Mustard,6.19,loamy,32.21,58.06,168.52,Kharif,Rice
Gram,6.45,loamy,31.9,71.09,110.72,Kharif,Rice
Brinjal,7.22,sandy,17.21,61.45,48.72,Rabi,Wheat
Rice,6.2,clay,28.56,64.16,233.17,Rabi,Groundnut
Sugarcane,6.12,silt_clay,17.89,62.93,66.55,Rabi,Mustard
Sugarcane,6.26,sandy_loam,22.15,84.06,48.06,Rabi,Mustard
Banana,6.3,clay,21.62,55.7,69.37,Rabi,Mustard
Groundnut,7.26,clay,15.39,72.35,42.02,Rabi,Wheat
Groundnut,6.67,sandy_loam,23.63,65.71,42.51,Rabi,Wheat
Rice,7.38,loamy,20.05,55.63,182.31,Rabi,Gram
Groundnut,6.62,loamy,22.32,74.82,48.01,Rabi,Wheat
Coconut,7.19,loamy,31.01,80.7,154.68,Kharif,Rice
Rice,6.09,sandy,20.13,52.99,131.18,Rabi,Mustard
Gram,7.32,loamy,25.54,54.92,162.25,Kharif,Rice
Garlic,7.12,sandy,32.14,61.44,77.37,Kharif,Cotton
Turmeric,6.77,sandy_loam,20.65,71.53,60.09,Rabi,Gram
Coriander,7.0,clay,31.78,56.55,100.82,Kharif,Cotton
Green Chilli,6.49,silt_clay,15.22,51.41,73.09,Rabi,Wheat
Turmeric,6.14,loamy,17.42,69.31,77.21,Rabi,Gram
Tomato,6.75,sandy,16.27,66.68,88.18,Rabi,Onion
Gram,6.89,silt_clay,28.17,76.82,149.79,Kharif,Cotton
Gram,6.87,silt_clay,27.54,78.88,148.53,Kharif,Cotton
Onion,6.65,clay,33.93,56.8,67.83,Kharif,Cotton
Maize,6.46,loamy,20.42,82.89,53.23,Rabi,Mustard
Ginger,6.44,loamy,17.59,79.28,46.53,Rabi,Wheat
Potato,6.93,clay,27.14,70.61,178.99,Kharif,Maize
Sugarcane,7.95,silt_clay,22.37,68.8,73.6,Rabi,Gram
Cotton,7.39,loamy,21.32,54.49,63.14,Rabi,Gram
Rice,7.45,loamy,21.49,64.51,112.8,Rabi,Wheat
Rice,5.54,sandy,27.22,82.85,100.12,Rabi,Groundnut
Mango,7.08,loamy,20.01,62.26,70.88,Rabi,Gram
Ginger,6.39,sandy_loam,16.12,74.84,79.71,Rabi,Wheat
Sugarcane,7.36,silt_clay,15.19,75.76,48.34,Rabi,Mustard
Ginger,6.01,silt_clay,24.56,71.87,47.54,Rabi,Mustard
Bhindi,7.26,silt_clay,15.85,57.58,73.78,Rabi,Mustard
Turmeric,5.77,loamy,20.07,52.39,76.94,Rabi,Gram
Groundnut,6.89,clay,17.57,73.25,56.78,Rabi,Wheat
Tomato,6.17,clay,18.38,60.85,96.63,Rabi,Garlic
Onion,7.25,loamy,33.0,70.47,119.82,Kharif,Cotton
Mustard,6.13,loamy,34.81,73.16,181.69,Kharif,Rice
Groundnut,6.04,clay,18.29,70.57,73.89,Rabi,Gram
Green Chilli,7.35,silt_clay,23.36,73.73,67.38,Rabi,Gram
Garlic,7.48,loamy,26.94,66.7,111.98,Kharif,Cotton
Rice,6.66,clay,24.66,68.99,142.98,Rabi,Gram
Tomato,6.96,sandy,17.7,64.01,93.52,Rabi,Wheat
Onion,6.6,sandy,28.6,78.46,96.69,Kharif,Cotton
Mango,6.36,silt_clay,21.92,78.75,65.83,Rabi,Wheat
Bhindi,6.71,clay,20.39,58.9,42.89,Rabi,Gram
Banana,6.44,sandy_loam,18.31,56.07,48.37,Rabi,Gram
Coriander,6.31,clay,28.35,74.46,88.42,Kharif,Maize
Sugarcane,7.91,silt_clay,17.37,53.39,47.16,Rabi,Mustard
Turmeric,5.98,loamy,19.34,54.36,77.6,Rabi,Gram
Gram,7.92,clay,34.96,79.59,161.1,Kharif,Rice
Ginger,5.6,sandy_loam,16.16,79.49,79.72,Rabi,Wheat
Ginger,6.04,sandy,22.71,55.84,71.97,Rabi,Mustard
Tomato,6.15,silt_clay,16.02,79.56,79.12,Rabi,Wheat
Groundnut,6.56,sandy_loam,16.16,83.93,78.39,Rabi,Wheat
Cotton,7.19,sandy_loam,18.24,73.28,62.26,Rabi,Mustard
Green Chilli,6.5,clay,22.62,53.49,55.87,Rabi,Wheat
Brinjal,6.11,clay,24.24,72.37,72.83,Rabi,Mustard
Onion,6.15,silt_clay,34.93,50.41,77.98,Kharif,Cotton
Mustard,6.89,sandy_loam,31.11,84.43,136.08,Kharif,Maize
Mango,6.92,sandy,17.43,80.91,62.44,Rabi,Wheat
Gram,7.4,silt_clay,26.22,68.69,187.95,Kharif,Cotton
Groundnut,6.77,silt_clay,19.21,64.37,49.25,Rabi,Wheat
Sugarcane,7.75,sandy_loam,23.14,59.81,45.29,Rabi,Mustard
Garlic,7.39,sandy_loam,27.33,68.02,79.31,Kharif,Cotton
Mango,6.1,silt_clay,21.34,70.62,76.61,Rabi,Wheat
Potato,5.6,silt_clay,26.65,83.31,194.48,Kharif,Maize
Coriander,6.52,clay,27.24,77.03,87.39,Kharif,Cotton
Coriander,6.92,loamy,27.49,61.63,117.95,Kharif,Cotton
Brinjal,6.15,clay,16.07,63.71,63.57,Rabi,Wheat
Sugarcane,6.9,silt_clay,16.48,84.46,48.36,Rabi,Mustard
Wheat,7.23,clay,33.82,78.13,100.52,Kharif,Gram
Green Chilli,6.83,sandy_loam,19.84,68.38,68.08,Rabi,Gram
Coriander,6.93,loamy,30.03,60.17,78.31,Kharif,Maize
Cotton,7.17,sandy,20.47,81.58,53.76,Rabi,Mustard
Maize,5.81,loamy,17.19,51.29,46.48,Rabi,Gram
Wheat,6.09,sandy,26.12,50.09,113.8,Kharif,Cotton
Coriander,6.33,sandy,31.51,53.3,101.72,Kharif,Maize
Rice,5.72,sandy_loam,24.57,71.14,175.34,Rabi,Groundnut
Coriander,6.2,silt_clay,33.23,59.53,119.56,Kharif,Maize
Potato,6.79,sandy_loam,27.36,52.11,108.15,Kharif,Maize
Mango,6.31,sandy_loam,23.61,50.34,78.66,Rabi,Gram
Mustard,7.69,sandy,25.51,80.22,134.09,Kharif,Rice
Potato,6.32,clay,25.15,51.83,194.87,Kharif,Rice
Green Chilli,7.01,loamy,18.84,73.54,63.55,Rabi,Wheat
Coconut,6.12,sandy_loam,23.51,55.06,196.39,Kharif,Rice
Wheat,6.02,silt_clay,30.09,63.57,96.19,Kharif,Gram
Garlic,6.61,sandy_loam,27.53,72.17,69.93,Kharif,Cotton
Wheat,6.95,loamy,32.05,65.62,136.42,Kharif,Maize
Bhindi,6.14,loamy,15.77,62.44,75.99,Rabi,Gram
Coconut,6.35,sandy_loam,28.0,71.37,201.18,Kharif,Maize
Tomato,6.43,sandy,19.61,81.18,54.72,Rabi,Garlic
Wheat,6.27,sandy_loam,32.05,57.06,117.34,Kharif,Maize
Cotton,7.86,sandy_loam,16.65,58.4,68.41,Rabi,Mustard
Cotton,6.31,sandy_loam,22.34,62.13,56.31,Rabi,Wheat
Wheat,6.4,sandy_loam,26.05,72.28,120.65,Kharif,Maize
Wheat,7.87,sandy,26.33,80.17,142.28,Kharif,Maize
Maize,5.8,clay,22.38,79.2,84.43,Rabi,Mustard
Potato,5.73,clay,26.34,78.24,129.39,Kharif,Maize
Turmeric,6.45,silt_clay,22.09,53.6,57.88,Rabi,Gram
Garlic,6.21,sandy,27.33,59.27,73.28,Kharif,Maize
Sugarcane,7.09,sandy,15.8,65.46,46.53,Rabi,Mustard
Onion,7.39,sandy_loam,31.67,84.7,102.79,Kharif,Maize
Turmeric,5.8,silt_clay,19.85,71.26,46.41,Rabi,Mustard
Gram,7.15,loamy,30.47,65.26,174.87,Kharif,Rice
Onion,6.31,silt_clay,30.06,73.52,114.7,Kharif,Maize
Coconut,6.49,sandy,25.84,71.81,194.0,Kharif,Maize
Wheat,6.36,silt_clay,31.59,67.44,105.54,Kharif,Maize
Bhindi,7.44,loamy,16.12,56.55,60.17,Rabi,Gram
Maize,6.8,sandy_loam,20.23,51.91,98.38,Rabi,Wheat
Cotton,6.46,sandy,24.26,64.69,42.02,Rabi,Mustard
Wheat,6.18,loamy,31.08,67.74,65.93,Kharif,Cotton
Mustard,7.56,silt_clay,29.61,60.75,103.52,Kharif,Cotton
Groundnut,6.68,sandy_loam,23.79,50.46,77.79,Rabi,Gram
Coriander,7.29,silt_clay,31.82,57.39,107.74,Kharif,Maize
Rice,5.65,sandy,21.16,80.21,193.49,Rabi,Gram
Green Chilli,7.4,sandy,20.19,78.36,57.11,Rabi,Wheat
Sugarcane,7.66,clay,18.52,81.83,62.76,Rabi,Mustard
Mango,6.88,clay,18.19,77.03,78.86,Rabi,Gram
Bhindi,6.56,sandy_loam,15.34,66.9,51.93,Rabi,Mustard
Ginger,6.48,clay,24.4,77.36,45.28,Rabi,Wheat
Wheat,6.96,clay,25.65,70.3,106.15,Kharif,Gram
Rice,7.17,clay,23.56,75.17,144.57,Rabi,Mustard
Mustard,6.21,silt_clay,34.48,76.84,126.83,Kharif,Maize
Garlic,6.61,sandy_loam,31.08,62.68,105.14,Kharif,Cotton
Coconut,6.09,sandy,28.76,54.41,235.82,Kharif,Maize
Mustard,7.73,sandy,31.69,78.53,126.07,Kharif,Rice
Brinjal,7.09,loamy,22.75,83.14,44.02,Rabi,Mustard
Green Chilli,6.37,loamy,23.93,72.28,67.57,Rabi,Wheat
Mustard,7.89,sandy_loam,33.48,81.71,154.16,Kharif,Cotton
Papaya,7.06,sandy_loam,21.78,66.22,57.51,Rabi,Gram
Cotton,7.64,loamy,19.85,61.68,71.66,Rabi,Wheat
Groundnut,6.9,clay,22.49,61.51,64.43,Rabi,Wheat
Maize,5.96,sandy_loam,22.19,81.16,44.76,Rabi,Mustard
Sugarcane,7.58,loamy,21.35,56.88,48.47,Rabi,Mustard
Bhindi,6.63,sandy,16.2,75.41,62.79,Rabi,Mustard
Banana,6.75,silt_clay,17.01,77.77,57.17,Rabi,Gram
Green Chilli,6.7,clay,20.21,70.66,42.4,Rabi,Wheat
Turmeric,7.13,sandy_loam,15.57,71.32,62.16,Rabi,Mustard
Cotton,7.5,sandy,15.43,77.33,55.93,Rabi,Wheat
Sugarcane,6.87,loamy,21.47,79.53,53.0,Rabi,Gram
Groundnut,6.72,loamy,19.21,66.83,55.05,Rabi,Wheat
Turmeric,6.53,clay,17.35,75.28,57.4,Rabi,Gram
Rice,7.35,sandy_loam,28.42,54.89,219.29,Rabi,Gram
Cotton,6.43,sandy_loam,22.24,76.1,62.32,Rabi,Wheat
Wheat,7.91,loamy,31.59,83.0,130.89,Kharif,Gram
Wheat,6.04,silt_clay,31.6,55.66,75.55,Kharif,Cotton
Coconut,7.25,silt_clay,29.73,79.95,228.47,Kharif,Rice
Onion,7.48,clay,29.77,78.79,76.28,Kharif,Cotton
Maize,7.5,sandy,19.27,55.68,40.76,Rabi,Mustard
Cotton,7.12,silt_clay,23.19,84.42,50.39,Rabi,Mustard
Mustard,6.13,clay,31.81,80.78,151.42,Kharif,Cotton
Banana,7.23,loamy,15.97,66.32,57.45,Rabi,Gram
Rice,6.36,silt_clay,25.72,84.31,111.3,Rabi,Wheat
Groundnut,6.66,loamy,22.44,70.33,55.53,Rabi,Gram
Coriander,7.21,clay,32.45,50.72,97.81,Kharif,Maize
Ginger,5.9,clay,15.13,60.93,53.49,Rabi,Wheat
Mustard,7.87,sandy_loam,33.14,57.6,154.2,Kharif,Cotton
Bhindi,7.25,clay,16.12,84.67,51.22,Rabi,Gram
Gram,7.88,sandy_loam,30.02,65.32,133.97,Kharif,Rice
Banana,6.4,sandy_loam,15.16,79.86,60.84,Rabi,Mustard
Bhindi,6.2,clay,24.71,80.92,77.82,Rabi,Gram
Groundnut,7.46,clay,18.2,81.97,56.37,Rabi,Gram
Tomato,7.05,sandy_loam,22.54,53.86,73.39,Rabi,Garlic
Banana,6.14,sandy_loam,18.87,73.0,70.28,Rabi,Mustard
Tomato,6.6,sandy,24.48,52.41,75.37,Rabi,Onion
Wheat,6.1,loamy,32.46,73.07,130.21,Kharif,Groundnut
Wheat,7.03,clay,33.25,62.17,117.8,Kharif,Groundnut
Gram,7.83,clay,26.84,58.85,140.66,Kharif,Rice
Ginger,5.7,silt_clay,15.11,60.68,55.95,Rabi,Wheat
Groundnut,6.75,sandy,18.85,64.08,71.33,Rabi,Wheat
Coriander,6.36,clay,27.95,50.31,98.0,Kharif,Cotton
Garlic,7.13,sandy,29.28,64.13,102.76,Kharif,Maize
Garlic,7.37,sandy,33.35,51.16,76.1,Kharif,Cotton
Banana,7.1,sandy_loam,22.8,77.81,50.26,Rabi,Mustard
Brinjal,6.87,sandy_loam,15.43,64.69,58.44,Rabi,Wheat
Bhindi,6.42,silt_clay,19.88,50.94,68.32,Rabi,Gram
Garlic,7.26,clay,27.02,61.95,118.0,Kharif,Maize
Rice,6.26,silt_clay,24.51,54.52,243.11,Rabi,Wheat
Mango,7.09,loamy,19.32,64.36,60.18,Rabi,Wheat
Rice,6.75,clay,22.59,63.29,188.54,Rabi,Groundnut
Rice,5.68,sandy,23.48,67.99,217.55,Rabi,Groundnut
Coconut,6.86,clay,24.71,69.03,247.14,Kharif,Rice
Coriander,6.87,loamy,31.3,53.55,75.74,Kharif,Cotton
Papaya,6.53,loamy,24.94,53.89,63.61,Rabi,Mustard
Coconut,6.88,silt_clay,22.54,71.62,201.84,Kharif,Rice
Banana,6.62,silt_clay,15.7,69.48,49.92,Rabi,Mustard
Mango,7.09,loamy,20.47,72.08,78.3,Rabi,Wheat
Banana,7.35,sandy,24.25,55.84,50.69,Rabi,Mustard
Papaya,7.05,silt_clay,16.91,64.42,46.81,Rabi,Mustard
Coconut,6.08,loamy,22.03,51.64,181.11,Kharif,Maize
Turmeric,7.05,sandy_loam,19.94,62.49,79.42,Rabi,Gram
Mustard,7.3,loamy,34.12,65.37,103.99,Kharif,Cotton
Mango,6.03,sandy_loam,20.68,84.96,78.12,Rabi,Wheat
Green Chilli,6.58,clay,18.86,83.0,75.59,Rabi,Wheat
Potato,6.88,loamy,23.91,80.9,170.8,Kharif,Maize
Groundnut,6.3,clay,15.4,53.32,40.27,Rabi,Wheat
Turmeric,5.86,sandy,23.8,58.4,78.81,Rabi,Mustard
Brinjal,7.14,loamy,20.1,64.13,56.17,Rabi,Wheat
Maize,7.23,sandy_loam,22.07,51.76,44.37,Rabi,Mustard
Mango,6.01,clay,22.17,80.67,50.89,Rabi,Wheat
Papaya,7.45,clay,21.84,77.92,47.06,Rabi,Gram
Tomato,6.89,silt_clay,24.79,80.81,64.0,Rabi,Garlic
Ginger,6.38,loamy,17.05,77.94,77.33,Rabi,Wheat
Turmeric,5.78,loamy,23.95,82.79,64.72,Rabi,Gram
Mango,6.76,sandy_loam,22.12,58.23,65.36,Rabi,Gram
Mango,6.65,sandy,15.9,79.03,42.39,Rabi,Wheat
Maize,5.97,silt_clay,19.2,81.69,84.38,Rabi,Gram
Cotton,6.03,sandy,17.54,66.48,59.69,Rabi,Gram
Green Chilli,7.29,sandy_loam,19.95,66.5,78.25,Rabi,Gram
Green Chilli,7.17,clay,17.25,68.68,67.83,Rabi,Gram
Banana,6.5,loamy,15.03,67.89,47.73,Rabi,Gram
Rice,6.32,loamy,24.8,84.49,156.51,Rabi,Gram
Gram,7.0,clay,32.11,51.82,185.97,Kharif,Cotton
Ginger,6.29,loamy,21.6,59.07,66.3,Rabi,Wheat
Green Chilli,7.09,sandy_loam,24.98,51.72,57.65,Rabi,Gram
Garlic,6.44,sandy,33.48,82.21,86.95,Kharif,Maize
Rice,6.88,sandy,24.6,52.66,111.66,Rabi,Groundnut
Banana,6.22,loamy,18.61,50.77,78.15,Rabi,Mustard
Coconut,7.05,silt_clay,26.14,67.57,202.21,Kharif,Maize
Potato,6.24,loamy,22.23,54.67,165.46,Kharif,Maize
Mango,7.46,clay,21.07,54.31,58.86,Rabi,Gram
Rice,6.19,sandy,29.47,55.37,187.93,Rabi,Gram
Rice,6.06,loamy,26.34,73.82,179.64,Rabi,Gram
Mango,7.41,sandy_loam,20.06,67.83,69.01,Rabi,Wheat
Banana,6.85,sandy_loam,19.52,68.11,41.21,Rabi,Gram
Cotton,7.24,silt_clay,23.85,75.87,51.1,Rabi,Mustard
Garlic,7.48,sandy,27.28,71.78,60.73,Kharif,Maize
Gram,6.15,sandy,31.45,61.89,170.79,Kharif,Rice
Onion,6.32,clay,34.08,60.66,92.59,Kharif,Cotton
Mango,6.3,loamy,21.18,74.3,48.57,Rabi,Gram
Groundnut,6.4,clay,24.99,59.38,53.15,Rabi,Gram
Ginger,6.44,loamy,21.02,69.78,45.97,Rabi,Wheat
Cotton,6.59,loamy,19.4,75.54,77.61,Rabi,Gram
Garlic,7.11,sandy,31.8,81.18,62.46,Kharif,Cotton
Tomato,6.35,clay,24.35,50.3,52.39,Rabi,Garlic
Garlic,7.1,silt_clay,31.08,75.04,82.37,Kharif,Maize
Maize,6.45,clay,17.09,82.4,64.85,Rabi,Wheat
Garlic,6.32,sandy,30.13,68.66,88.69,Kharif,Maize
Potato,6.03,sandy_loam,27.47,56.55,103.26,Kharif,Rice
Mango,6.51,loamy,23.81,59.14,43.8,Rabi,Gram
Brinjal,7.47,sandy_loam,20.65,59.45,55.7,Rabi,Wheat
Cotton,6.04,silt_clay,21.97,67.35,77.33,Rabi,Mustard
Rice,5.86,loamy,25.57,75.23,220.8,Rabi,Groundnut
Cotton,7.12,sandy,15.06,84.24,78.63,Rabi,Gram
Papaya,6.86,sandy_loam,16.94,62.78,48.58,Rabi,Mustard
Potato,6.8,clay,25.24,73.76,156.32,Kharif,Maize
Coconut,6.32,silt_clay,29.0,54.43,155.31,Kharif,Maize
Tomato,6.56,sandy_loam,24.14,64.55,72.97,Rabi,Garlic
Maize,7.2,clay,17.83,77.54,63.85,Rabi,Gram
Groundnut,7.44,sandy,18.55,71.44,63.42,Rabi,Gram
Tomato,6.4,sandy_loam,20.52,73.13,66.15,Rabi,Garlic
Papaya,6.84,silt_clay,22.97,76.3,43.18,Rabi,Mustard
Garlic,6.73,sandy,34.8,82.14,103.0,Kharif,Maize
Coconut,5.7,clay,24.59,53.01,177.36,Kharif,Rice
Gram,7.03,clay,34.71,56.15,159.71,Kharif,Cotton
Potato,6.87,silt_clay,23.81,51.35,127.51,Kharif,Maize
Potato,5.62,loamy,30.84,76.19,199.22,Kharif,Maize
Papaya,6.37,sandy,21.55,55.56,69.49,Rabi,Gram
Papaya,7.25,silt_clay,19.0,57.33,67.21,Rabi,Mustard
Banana,7.43,silt_clay,15.64,80.65,73.01,Rabi,Mustard
Green Chilli,6.9,sandy,15.09,50.06,43.91,Rabi,Wheat
Ginger,5.66,loamy,24.75,71.42,46.85,Rabi,Mustard
Maize,6.9,clay,20.94,50.35,78.17,Rabi,Gram
Ginger,6.2,silt_clay,16.46,79.04,65.82,Rabi,Wheat
Potato,6.8,clay,31.94,53.22,124.07,Kharif,Maize
Bhindi,7.36,clay,15.18,55.18,55.13,Rabi,Gram
Gram,6.32,sandy_loam,30.8,73.35,191.16,Kharif,Rice
Turmeric,5.63,clay,24.82,62.59,54.7,Rabi,Gram
Gram,6.42,clay,25.15,55.84,160.67,Kharif,Rice
Wheat,7.23,loamy,25.01,70.94,110.73,Kharif,Gram
