crop,soil_type,soil_pH,temperature,humidity,rainfall,season,N_dosage,P_dosage,K_dosage
Maize,loamy,6.3,19.79,71.07,77.48,Kharif,136.0,73.0,63.0
Cotton,sandy_loam,6.71,31.05,71.47,205.47,Rabi,126.0,66.0,57.0
Maize,loamy,6.73,32.79,75.02,82.36,Rabi,157.0,62.0,58.0
Sugarcane,clay,5.53,34.44,70.76,74.51,Rabi,252.0,91.0,78.0
Sugarcane,sandy,6.98,26.31,40.52,82.99,Rabi,256.0,118.0,128.0
Sugarcane,loamy,5.47,15.3,74.51,60.65,Kharif,280.0,91.0,89.0
Cotton,clay,5.12,21.54,84.42,45.36,Kharif,106.0,69.0,55.0
Rice,sandy,6.03,22.03,60.64,188.03,Rabi,118.0,51.0,71.0
Potato,clay,7.49,18.55,51.02,106.09,Kharif,197.0,94.0,102.0
Wheat,sandy,5.34,18.44,67.37,74.57,Rabi,122.0,57.0,53.0
Tomato,loamy,7.22,30.0,72.55,193.76,Kharif,168.0,120.0,107.0
Potato,sandy,5.92,25.22,83.95,185.2,Kharif,188.0,88.0,165.0
Potato,sandy_loam,6.72,21.04,82.17,113.5,Rabi,178.0,102.0,132.0
Tomato,clay,6.8,26.43,49.89,132.38,Kharif,150.0,127.0,87.0
Sugarcane,clay,5.83,22.36,70.82,127.39,Rabi,217.0,112.0,83.0
Wheat,sandy,5.82,26.86,64.46,68.0,Rabi,142.0,55.0,42.0
Tomato,clay,5.56,26.8,42.53,211.06,Kharif,164.0,109.0,94.0
Rice,loamy,7.95,19.2,81.26,149.26,Kharif,89.0,47.0,49.0
Potato,sandy,5.33,25.38,58.4,247.92,Kharif,175.0,98.0,139.0
Sugarcane,sandy_loam,7.79,21.57,79.41,227.2,Rabi,238.0,107.0,111.0
Sugarcane,loamy,7.9,19.58,47.18,231.71,Rabi,227.0,106.0,87.0
Potato,clay,7.28,28.69,53.29,180.15,Kharif,195.0,102.0,126.0
Rice,loamy,5.58,18.33,70.87,149.85,Rabi,94.0,55.0,51.0
Wheat,clay,6.05,34.32,80.08,172.39,Rabi,106.0,67.0,33.0
Tomato,clay,6.88,25.9,73.59,136.47,Kharif,173.0,113.0,100.0
Rice,clay,6.96,31.91,74.62,130.29,Kharif,79.0,51.0,50.0
Wheat,sandy,7.24,15.25,72.22,78.4,Kharif,115.0,64.0,41.0
Potato,loamy,5.07,23.62,61.34,78.96,Rabi,159.0,114.0,138.0
Wheat,sandy,5.84,17.73,76.4,210.76,Rabi,120.0,53.0,47.0
Potato,sandy_loam,6.58,34.31,40.22,211.92,Kharif,191.0,111.0,112.0
Tomato,sandy_loam,5.41,20.19,62.71,118.06,Rabi,200.0,110.0,87.0
Maize,sandy,5.22,17.08,80.65,48.16,Kharif,182.0,84.0,64.0
Cotton,sandy,6.3,25.56,53.65,230.78,Rabi,125.0,54.0,68.0
Potato,sandy,7.97,29.35,89.63,135.23,Rabi,205.0,89.0,124.0
Cotton,sandy_loam,7.04,17.1,83.61,148.5,Rabi,123.0,62.0,64.0
Cotton,sandy,6.35,26.0,84.83,102.98,Kharif,125.0,65.0,60.0
Maize,loamy,6.48,31.98,83.74,75.82,Kharif,136.0,60.0,60.0
Sugarcane,clay,7.96,27.54,84.98,51.46,Kharif,236.0,114.0,93.0
Sugarcane,sandy_loam,5.95,22.1,42.32,43.31,Kharif,252.0,90.0,108.0
Cotton,clay,6.77,22.26,70.66,224.43,Rabi,114.0,63.0,50.0
Tomato,loamy,5.59,19.89,85.25,216.47,Rabi,197.0,122.0,85.0
Potato,sandy,7.97,34.34,49.48,238.8,Rabi,224.0,109.0,134.0
Sugarcane,sandy_loam,6.78,22.15,77.94,52.73,Kharif,246.0,93.0,108.0
Wheat,sandy_loam,5.38,26.33,59.92,99.77,Rabi,120.0,59.0,43.0
Tomato,loamy,5.27,19.65,51.1,195.79,Rabi,186.0,115.0,105.0
Rice,sandy,7.82,18.62,43.32,195.64,Rabi,104.0,60.0,71.0
Wheat,loamy,6.33,29.64,51.65,210.76,Rabi,108.0,57.0,39.0
Maize,sandy,7.52,34.94,54.63,115.13,Rabi,158.0,71.0,66.0
Sugarcane,clay,7.91,28.91,87.24,106.48,Rabi,210.0,88.0,103.0
Wheat,clay,7.59,26.29,60.51,109.92,Rabi,111.0,57.0,38.0
Rice,sandy,6.64,29.12,88.43,184.49,Rabi,124.0,48.0,57.0
Wheat,sandy,5.07,28.93,76.27,215.64,Kharif,126.0,51.0,42.0
Tomato,sandy_loam,6.21,31.29,75.58,52.94,Kharif,202.0,104.0,99.0
Potato,sandy,6.63,23.43,80.36,207.95,Kharif,218.0,114.0,140.0
Tomato,loamy,6.07,20.27,70.67,112.36,Kharif,163.0,115.0,111.0
Wheat,loamy,6.13,34.3,53.68,123.93,Kharif,137.0,52.0,36.0
Maize,sandy_loam,7.0,25.28,58.17,193.34,Kharif,146.0,72.0,65.0
Maize,clay,7.13,19.18,55.34,139.8,Kharif,147.0,65.0,60.0
Maize,sandy_loam,5.24,23.52,87.29,85.72,Rabi,146.0,76.0,57.0
Sugarcane,clay,6.0,22.02,42.58,65.01,Rabi,243.0,87.0,78.0
Sugarcane,loamy,6.89,24.53,46.24,75.8,Rabi,236.0,91.0,105.0
Rice,clay,5.37,32.77,65.15,134.36,Rabi,99.0,51.0,47.0
Cotton,loamy,5.77,25.88,76.98,167.05,Rabi,130.0,55.0,63.0
Sugarcane,sandy_loam,6.41,34.6,49.76,173.65,Kharif,219.0,88.0,96.0
Maize,sandy_loam,5.46,27.33,47.76,161.1,Kharif,172.0,74.0,57.0
Cotton,loamy,8.0,24.86,50.42,74.2,Rabi,134.0,62.0,66.0
Tomato,sandy,5.75,16.69,81.02,202.03,Kharif,213.0,143.0,99.0
Tomato,sandy,5.78,31.99,49.74,126.8,Rabi,197.0,116.0,104.0
Maize,loamy,5.58,33.09,49.91,45.42,Rabi,128.0,65.0,57.0
Sugarcane,sandy,6.47,19.93,65.37,69.79,Kharif,331.0,100.0,128.0
Cotton,loamy,5.64,32.7,89.05,44.2,Rabi,108.0,69.0,60.0
Sugarcane,sandy,7.25,19.9,40.14,231.51,Kharif,310.0,124.0,120.0
Potato,clay,6.96,24.14,59.47,135.43,Rabi,191.0,91.0,111.0
Sugarcane,loamy,5.59,27.21,61.01,225.98,Rabi,266.0,89.0,107.0
Potato,clay,5.2,25.2,87.96,245.57,Rabi,192.0,115.0,111.0
Sugarcane,clay,5.42,18.7,66.42,244.79,Kharif,222.0,104.0,87.0
Wheat,sandy,6.34,28.43,56.7,93.39,Rabi,145.0,65.0,42.0
Rice,loamy,7.54,29.49,79.6,125.01,Rabi,91.0,48.0,49.0
Wheat,loamy,6.59,26.69,79.84,111.6,Rabi,120.0,66.0,44.0
Tomato,loamy,7.49,21.52,87.82,137.85,Rabi,199.0,129.0,105.0
Sugarcane,sandy,7.98,17.22,69.51,183.15,Rabi,336.0,117.0,129.0
Wheat,loamy,6.85,24.66,59.52,230.9,Rabi,111.0,68.0,41.0
Maize,sandy_loam,6.17,20.68,76.65,62.83,Rabi,161.0,75.0,54.0
Potato,sandy,7.36,19.9,74.1,229.13,Rabi,186.0,92.0,136.0
Cotton,sandy,7.1,29.7,54.52,103.73,Kharif,141.0,51.0,62.0
Potato,clay,7.98,21.85,57.22,68.2,Rabi,170.0,113.0,115.0
Cotton,loamy,6.37,19.11,50.4,71.85,Kharif,126.0,61.0,62.0
Tomato,sandy,7.32,15.17,46.49,81.94,Kharif,193.0,121.0,111.0
Tomato,clay,7.03,26.03,46.91,230.79,Kharif,172.0,134.0,104.0
Maize,clay,7.12,32.37,59.17,105.82,Rabi,139.0,74.0,50.0
Maize,sandy_loam,6.44,25.75,64.6,208.51,Kharif,167.0,71.0,57.0
Rice,sandy_loam,5.04,25.81,82.56,241.1,Kharif,112.0,51.0,55.0
Sugarcane,clay,6.89,15.09,70.22,133.88,Rabi,207.0,115.0,90.0
Potato,sandy_loam,5.02,34.97,78.05,90.76,Kharif,159.0,110.0,106.0
Cotton,clay,7.59,29.08,41.15,101.82,Rabi,122.0,68.0,60.0
Sugarcane,loamy,5.74,29.32,80.61,115.3,Rabi,255.0,93.0,115.0
Maize,sandy_loam,5.47,26.92,52.53,110.11,Rabi,150.0,63.0,67.0
Maize,sandy,6.3,16.42,64.39,187.45,Kharif,153.0,76.0,81.0
Maize,sandy,6.21,17.05,43.08,50.78,Rabi,165.0,82.0,65.0
Wheat,loamy,6.81,21.45,78.84,54.87,Rabi,132.0,52.0,43.0
Cotton,sandy_loam,7.75,20.1,67.65,76.91,Rabi,112.0,55.0,68.0
Tomato,loamy,6.46,31.7,66.95,40.95,Rabi,186.0,104.0,97.0
Sugarcane,sandy,7.97,31.62,69.45,179.1,Kharif,256.0,111.0,106.0
Maize,sandy,6.35,21.5,63.56,211.93,Rabi,190.0,69.0,76.0
Sugarcane,sandy_loam,7.08,20.23,86.24,77.7,Kharif,233.0,91.0,110.0
Cotton,sandy_loam,5.98,34.67,50.27,61.59,Rabi,119.0,58.0,57.0
Cotton,sandy,7.83,28.42,75.06,65.67,Rabi,123.0,61.0,58.0
Wheat,loamy,6.03,16.24,76.72,149.56,Rabi,112.0,66.0,39.0
Wheat,loamy,5.16,17.27,40.2,249.89,Kharif,133.0,62.0,43.0
Cotton,clay,5.94,25.11,72.51,107.62,Rabi,122.0,55.0,59.0
Wheat,sandy_loam,5.84,29.62,52.11,76.06,Kharif,131.0,69.0,42.0
Rice,clay,6.12,21.66,84.25,120.49,Rabi,102.0,51.0,41.0
Cotton,sandy,7.61,29.93,50.95,55.1,Kharif,125.0,63.0,75.0
Tomato,clay,5.92,22.59,79.84,80.16,Rabi,186.0,119.0,92.0
Cotton,sandy,6.27,31.91,74.82,201.96,Kharif,123.0,57.0,58.0
Rice,clay,5.52,34.45,62.44,73.4,Kharif,96.0,49.0,51.0
Rice,clay,7.14,34.62,68.48,94.5,Kharif,101.0,45.0,41.0
Cotton,clay,6.67,30.83,68.69,95.71,Kharif,112.0,65.0,53.0
Cotton,loamy,7.42,31.1,86.32,57.83,Kharif,112.0,60.0,52.0
Sugarcane,loamy,5.84,34.44,48.94,147.35,Kharif,273.0,98.0,102.0
Rice,sandy,5.36,29.26,78.04,157.87,Kharif,111.0,47.0,69.0
Tomato,sandy_loam,6.36,24.95,55.1,249.34,Rabi,176.0,125.0,86.0
Potato,clay,6.56,25.21,71.57,187.64,Rabi,183.0,95.0,110.0
Tomato,clay,6.36,15.0,85.05,66.11,Kharif,188.0,117.0,88.0
Wheat,loamy,6.72,31.39,56.34,113.42,Kharif,138.0,68.0,39.0
Rice,sandy_loam,7.7,19.3,84.22,157.48,Rabi,85.0,57.0,57.0
Potato,clay,5.85,18.62,73.39,161.8,Kharif,177.0,100.0,113.0
Potato,sandy_loam,7.48,29.7,75.07,201.5,Rabi,165.0,109.0,137.0
Rice,sandy,7.97,21.45,80.49,93.47,Kharif,102.0,49.0,64.0
Potato,clay,6.54,34.22,82.19,233.41,Kharif,146.0,93.0,108.0
Wheat,loamy,6.71,32.35,61.61,242.98,Rabi,113.0,64.0,46.0
Rice,clay,7.5,29.81,47.14,198.22,Kharif,99.0,55.0,50.0
Maize,sandy_loam,7.83,17.01,53.59,245.62,Rabi,157.0,77.0,68.0
Sugarcane,loamy,6.85,25.06,82.65,188.82,Kharif,242.0,97.0,97.0
Cotton,loamy,6.71,32.68,40.87,125.09,Kharif,137.0,60.0,61.0
Maize,sandy,5.74,27.3,62.16,172.87,Rabi,149.0,86.0,63.0
Cotton,clay,5.81,16.95,79.67,213.27,Rabi,126.0,58.0,49.0
Potato,sandy_loam,5.2,29.42,78.16,225.29,Kharif,171.0,97.0,135.0
Potato,loamy,7.27,21.28,88.94,199.29,Kharif,159.0,87.0,116.0
Tomato,clay,5.41,20.8,88.45,50.84,Rabi,196.0,110.0,109.0
Wheat,clay,5.14,28.37,83.14,74.21,Rabi,108.0,59.0,42.0
Cotton,sandy,7.83,19.24,42.95,152.87,Kharif,115.0,52.0,65.0
Rice,sandy_loam,5.5,16.18,74.54,193.05,Kharif,89.0,48.0,51.0
Rice,sandy,7.21,25.4,61.34,224.1,Rabi,103.0,61.0,56.0
Potato,sandy_loam,6.83,28.75,41.92,101.26,Kharif,161.0,110.0,103.0
Maize,clay,7.68,34.12,65.72,207.68,Rabi,124.0,64.0,62.0
Wheat,sandy,7.16,17.21,41.78,248.81,Rabi,121.0,65.0,45.0
Maize,clay,7.32,19.18,62.66,72.81,Rabi,115.0,62.0,50.0
Rice,loamy,5.45,17.54,83.23,91.13,Rabi,99.0,48.0,48.0
Rice,clay,7.03,16.44,50.27,120.1,Kharif,94.0,53.0,47.0
Tomato,sandy_loam,6.54,19.34,76.63,163.98,Kharif,194.0,133.0,93.0
Tomato,loamy,7.12,19.66,50.37,220.19,Kharif,207.0,121.0,96.0
Cotton,sandy,7.58,17.69,82.38,164.47,Rabi,145.0,61.0,66.0
Sugarcane,sandy,5.47,26.18,73.19,53.11,Rabi,262.0,125.0,127.0
Rice,sandy_loam,6.2,21.54,40.54,213.58,Kharif,108.0,44.0,44.0
Sugarcane,sandy,6.55,20.26,73.15,238.44,Rabi,338.0,105.0,114.0
Potato,sandy_loam,5.14,30.11,58.69,50.74,Rabi,194.0,102.0,131.0
Wheat,sandy_loam,6.45,18.16,78.22,143.46,Rabi,119.0,69.0,42.0
Cotton,clay,7.44,15.64,42.39,205.77,Rabi,110.0,64.0,64.0
Cotton,sandy_loam,6.89,22.65,64.1,215.59,Rabi,129.0,58.0,67.0
Rice,loamy,6.56,24.58,41.28,111.66,Rabi,89.0,50.0,46.0
Wheat,sandy_loam,7.84,17.72,64.88,84.98,Kharif,108.0,60.0,41.0
Wheat,clay,5.49,30.07,88.41,203.71,Rabi,101.0,61.0,36.0
Tomato,loamy,6.54,20.46,50.51,102.01,Kharif,156.0,127.0,87.0
Cotton,clay,6.32,21.04,43.36,93.07,Rabi,116.0,63.0,54.0
Rice,sandy_loam,5.91,20.29,53.99,98.32,Kharif,98.0,43.0,43.0
Tomato,sandy_loam,6.58,31.96,72.02,55.64,Kharif,195.0,129.0,96.0
Potato,sandy,7.4,33.29,57.71,188.23,Rabi,226.0,93.0,152.0
Wheat,clay,5.7,16.0,53.43,177.39,Kharif,102.0,60.0,42.0
Sugarcane,loamy,7.23,34.93,80.13,214.12,Kharif,267.0,87.0,104.0
Wheat,loamy,6.7,15.31,79.03,115.94,Rabi,109.0,58.0,35.0
Sugarcane,loamy,6.24,33.83,65.84,149.73,Kharif,216.0,112.0,111.0
Rice,sandy,5.53,15.34,78.17,209.45,Rabi,108.0,54.0,63.0
Potato,sandy,7.42,30.48,54.89,55.66,Kharif,214.0,101.0,148.0
Cotton,loamy,7.77,17.07,67.15,105.94,Rabi,126.0,60.0,58.0
Potato,sandy,6.43,27.42,40.4,159.52,Kharif,192.0,92.0,124.0
Rice,clay,5.99,32.1,50.35,54.94,Rabi,84.0,56.0,44.0
Wheat,clay,5.11,17.46,89.32,106.2,Rabi,110.0,69.0,35.0
Maize,sandy_loam,7.3,22.5,68.28,215.47,Rabi,168.0,80.0,54.0
Wheat,clay,7.5,30.12,64.17,63.44,Rabi,97.0,57.0,37.0
Potato,sandy_loam,5.9,19.06,61.06,47.52,Rabi,202.0,99.0,113.0
Tomato,sandy_loam,7.05,19.79,69.79,156.39,Rabi,174.0,133.0,112.0
Tomato,clay,5.06,15.82,74.03,183.18,Kharif,191.0,106.0,99.0
Cotton,clay,5.97,28.04,75.41,203.52,Kharif,114.0,63.0,65.0
Wheat,clay,5.97,33.7,58.17,121.96,Rabi,118.0,54.0,43.0
Cotton,sandy_loam,5.71,18.37,57.1,74.52,Kharif,108.0,52.0,54.0
Potato,clay,7.49,20.06,65.64,185.18,Rabi,145.0,95.0,114.0
Cotton,sandy_loam,5.09,25.75,86.16,165.24,Rabi,122.0,52.0,68.0
Potato,sandy,8.0,26.57,42.94,203.9,Kharif,215.0,95.0,128.0
Cotton,loamy,7.51,33.73,55.87,72.66,Rabi,124.0,55.0,52.0
Wheat,loamy,7.58,27.68,52.66,156.61,Rabi,111.0,67.0,43.0
Wheat,sandy_loam,5.72,17.49,69.31,200.49,Kharif,114.0,59.0,40.0
Maize,loamy,7.75,30.53,51.42,45.21,Rabi,172.0,63.0,52.0
Cotton,clay,5.54,27.64,70.79,155.66,Rabi,100.0,65.0,49.0
Tomato,loamy,7.07,34.39,77.27,143.18,Kharif,196.0,133.0,103.0
Maize,clay,7.68,28.48,50.22,235.86,Rabi,136.0,75.0,58.0
Wheat,sandy,7.54,20.19,40.08,119.05,Kharif,120.0,59.0,44.0
Potato,sandy,5.59,17.69,70.05,143.57,Kharif,185.0,87.0,158.0
Maize,sandy,7.22,30.68,78.16,191.75,Kharif,183.0,83.0,78.0
Cotton,clay,7.94,24.88,59.53,139.11,Rabi,117.0,61.0,50.0
Sugarcane,sandy,6.42,18.85,44.99,196.11,Rabi,295.0,121.0,130.0
Tomato,loamy,5.59,28.89,53.43,231.7,Kharif,155.0,128.0,113.0
Potato,sandy_loam,6.52,23.14,51.6,101.33,Kharif,181.0,91.0,132.0
Sugarcane,clay,5.93,31.88,50.87,43.11,Kharif,214.0,105.0,80.0
Maize,loamy,6.19,30.44,41.92,124.36,Rabi,167.0,66.0,53.0
Cotton,clay,6.06,27.77,69.49,68.72,Rabi,118.0,54.0,56.0
Potato,sandy_loam,5.12,21.96,63.34,159.58,Kharif,187.0,92.0,103.0
Wheat,sandy_loam,7.85,16.27,70.15,52.0,Kharif,132.0,67.0,45.0
Cotton,loamy,7.15,32.78,81.79,167.74,Rabi,111.0,61.0,58.0
Tomato,sandy,7.12,33.74,50.27,188.11,Kharif,207.0,148.0,128.0
Potato,clay,7.54,29.58,68.98,107.15,Kharif,162.0,88.0,113.0
Wheat,clay,6.82,29.18,41.05,47.65,Kharif,100.0,57.0,41.0
Maize,loamy,6.03,28.37,51.41,106.65,Kharif,143.0,67.0,66.0
Cotton,loamy,7.14,24.69,51.23,152.83,Kharif,119.0,60.0,66.0
Wheat,sandy_loam,7.7,33.62,88.05,42.75,Kharif,108.0,56.0,44.0
Rice,loamy,5.49,15.25,67.99,150.75,Kharif,110.0,46.0,48.0
Potato,clay,6.79,28.36,84.51,239.95,Rabi,194.0,94.0,128.0
Tomato,sandy,5.25,31.92,83.2,198.67,Kharif,189.0,137.0,112.0
Rice,sandy_loam,5.9,26.92,61.69,74.53,Kharif,97.0,48.0,43.0
Sugarcane,sandy_loam,7.01,26.87,53.94,184.5,Rabi,264.0,106.0,115.0
Rice,sandy_loam,6.16,32.1,87.62,225.55,Rabi,110.0,45.0,50.0
Sugarcane,sandy,6.09,34.13,89.17,82.43,Kharif,256.0,102.0,135.0
Potato,sandy_loam,5.66,32.23,69.6,192.36,Rabi,180.0,88.0,110.0
Wheat,sandy_loam,5.82,29.46,50.31,92.47,Rabi,131.0,58.0,37.0
Sugarcane,sandy_loam,7.34,30.39,89.89,55.0,Rabi,226.0,102.0,89.0
Potato,clay,7.44,25.43,75.9,228.21,Kharif,186.0,98.0,126.0
Rice,sandy,6.72,31.76,60.22,201.89,Rabi,104.0,49.0,70.0
Rice,sandy,5.96,31.9,41.16,211.04,Kharif,120.0,58.0,62.0
Sugarcane,clay,6.06,34.77,75.73,117.15,Kharif,228.0,109.0,93.0
Wheat,clay,5.86,26.16,55.22,58.16,Kharif,130.0,54.0,34.0
Wheat,sandy,7.66,18.03,47.59,109.0,Kharif,117.0,63.0,51.0
Sugarcane,loamy,5.96,21.4,83.07,229.6,Rabi,222.0,103.0,115.0
Sugarcane,sandy_loam,7.79,29.81,54.23,119.57,Kharif,232.0,108.0,96.0
Potato,sandy_loam,6.46,21.38,73.81,143.36,Kharif,164.0,86.0,135.0
Wheat,sandy_loam,5.06,28.43,66.16,228.71,Rabi,123.0,52.0,34.0
Rice,loamy,7.91,16.88,73.63,133.19,Kharif,114.0,46.0,52.0
Maize,loamy,6.25,19.58,51.59,229.29,Kharif,148.0,77.0,66.0
Rice,loamy,7.92,21.74,54.82,232.82,Rabi,106.0,47.0,50.0
Maize,sandy_loam,7.99,18.28,42.73,109.24,Kharif,143.0,69.0,66.0
Maize,sandy_loam,5.08,20.26,75.51,182.36,Kharif,128.0,78.0,52.0
Rice,loamy,6.04,34.51,72.05,212.72,Kharif,99.0,47.0,52.0
Tomato,clay,5.83,19.84,83.48,171.33,Kharif,179.0,114.0,91.0
Potato,sandy,7.9,25.66,89.69,133.45,Rabi,180.0,90.0,154.0
Sugarcane,clay,7.47,19.49,56.81,86.98,Rabi,243.0,90.0,97.0
Sugarcane,sandy_loam,6.42,27.89,85.35,158.94,Kharif,250.0,95.0,86.0
Sugarcane,sandy_loam,6.85,19.36,78.61,87.78,Rabi,241.0,111.0,108.0
Rice,loamy,6.97,34.84,54.19,115.42,Kharif,104.0,52.0,53.0
Maize,sandy_loam,6.24,15.72,56.07,200.35,Kharif,152.0,68.0,69.0
Wheat,clay,6.86,29.38,68.48,195.05,Kharif,106.0,62.0,43.0
Cotton,sandy,5.24,28.6,60.36,192.51,Kharif,136.0,55.0,68.0
Wheat,sandy,7.8,33.18,80.98,226.52,Rabi,136.0,60.0,53.0
Tomato,loamy,6.14,29.94,84.19,201.03,Kharif,185.0,120.0,104.0
Wheat,clay,7.25,20.24,84.09,227.28,Rabi,97.0,52.0,39.0
Rice,loamy,6.75,28.62,49.48,169.98,Kharif,85.0,46.0,57.0
Potato,loamy,5.48,25.35,59.79,140.66,Rabi,180.0,107.0,112.0
Tomato,clay,7.47,18.38,59.61,212.72,Rabi,163.0,135.0,106.0
Tomato,loamy,5.71,29.02,57.37,135.73,Kharif,183.0,132.0,96.0
Cotton,clay,7.2,22.23,74.65,43.01,Kharif,100.0,51.0,61.0
Tomato,sandy,7.19,19.43,85.16,143.15,Kharif,181.0,141.0,98.0
Potato,sandy_loam,7.5,30.25,81.03,102.94,Kharif,189.0,114.0,127.0
Rice,sandy_loam,6.32,18.99,53.22,145.74,Rabi,102.0,55.0,52.0
Potato,clay,7.82,24.12,73.74,184.36,Kharif,194.0,98.0,103.0
Rice,clay,6.93,22.9,75.66,81.84,Rabi,79.0,43.0,47.0
Tomato,clay,7.42,24.95,66.33,186.18,Rabi,164.0,130.0,87.0
Sugarcane,sandy,7.64,29.02,61.1,197.99,Kharif,328.0,119.0,127.0
Sugarcane,sandy_loam,6.35,27.0,66.26,136.91,Kharif,282.0,108.0,105.0
Tomato,sandy_loam,7.79,16.32,77.06,119.4,Kharif,203.0,135.0,103.0
Rice,sandy,5.39,21.6,56.08,59.38,Kharif,125.0,48.0,72.0
Sugarcane,sandy,5.45,15.09,88.51,238.13,Rabi,259.0,112.0,128.0
Maize,loamy,5.91,23.99,67.19,61.05,Rabi,131.0,69.0,61.0
Rice,loamy,7.63,21.34,83.45,118.89,Rabi,101.0,43.0,47.0
Potato,clay,7.7,21.24,53.69,143.82,Rabi,188.0,103.0,129.0
Tomato,loamy,5.26,32.9,79.48,244.19,Kharif,192.0,118.0,110.0
Maize,sandy,7.41,18.61,60.33,114.68,Rabi,181.0,76.0,66.0
Tomato,sandy_loam,7.21,18.12,53.48,60.97,Kharif,184.0,125.0,105.0
Maize,clay,7.17,27.9,54.12,102.08,Kharif,121.0,74.0,47.0
Potato,sandy,7.21,21.53,65.26,227.93,Rabi,177.0,97.0,124.0
Tomato,clay,5.61,32.95,50.88,173.7,Kharif,184.0,103.0,100.0
Wheat,clay,6.78,31.71,42.18,89.69,Kharif,130.0,57.0,44.0
Cotton,loamy,6.29,34.36,74.07,106.19,Rabi,118.0,60.0,56.0
Wheat,loamy,6.65,32.16,63.71,40.86,Kharif,136.0,57.0,36.0
Potato,clay,5.56,33.18,60.55,218.49,Kharif,183.0,88.0,125.0
Potato,sandy_loam,6.2,31.71,88.81,167.51,Kharif,190.0,92.0,115.0
Potato,sandy_loam,6.49,29.75,79.14,73.19,Kharif,156.0,88.0,132.0
Wheat,sandy_loam,5.42,21.44,68.93,55.77,Kharif,114.0,54.0,38.0
Potato,loamy,7.36,33.26,55.3,202.95,Rabi,198.0,99.0,128.0
Wheat,loamy,7.19,18.99,58.56,145.36,Kharif,113.0,60.0,42.0
Cotton,sandy_loam,7.5,30.69,41.09,90.29,Kharif,107.0,69.0,62.0
Tomato,sandy,7.7,24.94,77.93,53.52,Kharif,196.0,136.0,126.0
Tomato,sandy_loam,5.51,17.41,41.67,116.4,Rabi,158.0,128.0,110.0
Wheat,loamy,5.83,18.69,64.88,97.95,Kharif,109.0,64.0,34.0
Rice,loamy,5.61,34.16,58.4,108.66,Kharif,110.0,50.0,50.0
Rice,loamy,5.7,22.99,47.62,248.42,Rabi,108.0,46.0,53.0
Cotton,clay,6.36,25.35,41.52,200.56,Rabi,127.0,63.0,52.0
Cotton,clay,5.22,27.0,66.32,148.41,Rabi,122.0,61.0,53.0
Wheat,sandy_loam,6.31,23.3,76.64,184.03,Kharif,112.0,61.0,43.0
Maize,sandy,7.79,22.29,82.88,95.91,Kharif,169.0,77.0,69.0
Potato,clay,7.97,25.07,87.39,232.2,Kharif,176.0,87.0,114.0
Cotton,sandy,5.09,23.3,61.68,138.11,Rabi,117.0,58.0,59.0
Maize,clay,5.16,29.07,84.56,173.53,Kharif,122.0,60.0,52.0
Tomato,sandy_loam,7.27,22.8,81.23,203.64,Rabi,158.0,114.0,97.0
Tomato,sandy,6.03,17.29,42.64,116.72,Kharif,234.0,124.0,123.0
Maize,clay,7.44,18.12,79.5,53.49,Kharif,152.0,79.0,50.0
Sugarcane,sandy,5.14,17.71,49.54,91.44,Rabi,301.0,110.0,115.0
Potato,sandy_loam,5.83,23.91,50.59,50.62,Kharif,184.0,105.0,125.0
Sugarcane,sandy_loam,6.43,15.28,40.65,178.88,Rabi,239.0,87.0,94.0
Maize,sandy,7.02,30.65,66.54,163.87,Kharif,174.0,77.0,82.0
Sugarcane,loamy,7.1,17.53,42.65,201.21,Rabi,272.0,107.0,90.0
Tomato,sandy,7.06,26.34,59.86,222.85,Kharif,185.0,139.0,107.0
Rice,loamy,7.89,17.19,84.72,248.21,Rabi,100.0,50.0,51.0
Maize,clay,6.04,30.26,70.4,61.54,Kharif,119.0,72.0,53.0
Potato,sandy_loam,6.91,29.74,46.96,155.43,Kharif,186.0,87.0,132.0
Tomato,sandy,5.69,20.47,41.91,77.22,Rabi,237.0,149.0,110.0
Wheat,clay,5.43,27.8,42.73,125.55,Kharif,97.0,64.0,43.0
Maize,loamy,6.94,31.92,63.61,192.66,Kharif,154.0,65.0,67.0
Potato,clay,6.83,26.48,62.04,137.19,Kharif,193.0,110.0,98.0
Rice,sandy,7.74,26.7,76.31,198.99,Kharif,111.0,54.0,58.0
Sugarcane,clay,5.51,16.76,46.97,96.55,Rabi,196.0,87.0,92.0
Sugarcane,clay,6.01,27.1,85.28,93.7,Kharif,247.0,87.0,82.0
Potato,sandy_loam,6.82,33.61,47.55,177.2,Rabi,201.0,85.0,130.0
Rice,sandy,7.14,32.9,65.58,151.74,Kharif,133.0,53.0,63.0
Sugarcane,sandy_loam,6.38,21.63,72.88,88.26,Kharif,242.0,86.0,98.0
Tomato,clay,6.34,20.44,83.04,176.2,Kharif,173.0,137.0,91.0
Potato,sandy_loam,7.28,24.42,87.67,91.4,Rabi,162.0,96.0,105.0
Cotton,loamy,5.97,25.18,73.69,163.67,Rabi,135.0,61.0,60.0
Sugarcane,sandy_loam,7.64,28.25,56.39,233.86,Kharif,259.0,113.0,113.0
Rice,sandy,5.03,17.74,85.0,223.52,Rabi,111.0,57.0,65.0
Cotton,loamy,6.36,30.87,78.45,180.23,Kharif,123.0,60.0,61.0
Wheat,sandy_loam,6.19,21.73,51.72,140.94,Rabi,133.0,53.0,39.0
